BUILDING,VALUE,BUSINESS,CHECKIN,LOCATION,FOOD,CLEANLINESS,ROOMS,SERVICE,NOTRELATED,OTHER,SEGMENTS
0,0,0,0,0,0,0,1,0,0,0,But the main thing about the room was the views - WOW!
0,0,0,0,1,0,0,0,0,0,0,We had great views over the East River and over Midtown as well.
0,0,0,0,1,0,0,1,0,0,0,The room was modernly decorated and within easy walking distance of Grand Central Station and the subway.
0,0,0,0,0,0,0,0,0,1,0,Like others have already done so I would recommend John's Cafe for breakfast and there is also a great 24 hour deli/store on the corner of 44th and 2nd.
0,1,0,0,0,0,0,0,0,0,0,My main gripe is that when you are paying $300 a night for a room you would expect to have free internet in your room.
0,1,0,0,0,0,0,0,0,0,0,This was not the case and we were charged $13 a day for the privelege.
0,0,0,0,0,0,0,0,0,0,1,During our time in the States we had stayed at other more basic hotels which offered free wifi in rooms.
0,0,0,0,0,0,0,0,0,0,1,"In fact, of the 5 hotels we stayed at in total the Millennium Plaza was the only one which did not offer free WIFI."
0,1,0,0,0,0,0,0,0,0,1,"But all in all for the views and size of room you get for your money, I would say, that by NYC standards anyway, the UN Millennium Plaza offers great value for money and I would certainly stay there again and recommend the place to family and friends."
0,0,0,0,0,0,0,0,0,0,1,Avoid this Sweat Shop Resort
0,0,0,0,0,0,0,0,0,0,0,We just returned from Secrets Excellence in Punta Cana.
0,0,0,0,0,0,0,0,0,0,1,We will not return and there are many reasons why.
0,1,0,0,0,0,0,0,0,0,0,"We paid, for information, $2500 for 7 nights, two people, all-inclusive, air, Apple, a good deal/fair price in America's winter."
0,0,0,0,0,0,0,0,0,0,0,We had problems and at first thought it was just us.
0,0,0,1,0,0,0,0,0,0,0,We arrived via Apple Vacations and check-in took around 2 hours... chaos at the front desk.
0,0,0,0,0,0,0,0,0,0,1,Our room ended up not being ready until 6 PM that evening--arrived 3 PM.
0,0,0,0,0,0,0,0,0,0,0,"Resort was 98% full, which explains a lot."
0,0,0,0,0,0,0,0,0,0,1,The horseback riding which is included is a joke..
0,0,0,0,0,0,0,0,0,0,1,the resort makes it diffficult to attain and book such reservations.
0,0,0,0,0,0,0,0,0,0,1,"For example, our 1st day there, not once in 7 days was the ride available at any time."
0,0,0,0,0,0,0,0,1,0,0,"And to find this fact out, we spoke with 4 different people."
0,0,0,0,0,0,0,0,0,0,1,We noticed the same workers cleaning @ 7 AM were later serving dinners @ 8 PM.
0,0,0,0,0,0,0,0,0,0,1,We felt sorry for them.
0,0,0,0,0,0,0,0,1,0,0,"We tipped everywhere, but still received poor service."
0,0,0,0,0,0,0,0,1,0,0,"Often we seated ourselves after waiting, waiting, and waiting some more--WITH A RESERVATION."
0,0,0,0,0,0,0,0,0,0,1,"We watched numerous people turned away, one on crutches, because their reservation was lost in a snafu."
0,0,0,0,0,0,0,0,1,0,0,"Again, we seated ourselves after waiting--WITH A RESERVATION for the main restaurant every night we ate there."
0,0,0,0,0,0,0,0,1,0,0,"One person would bring water, the other appetizers.."
0,0,0,0,0,0,0,0,1,0,0,we often were brought courses twice because of the lack of communication.
0,0,0,0,0,0,0,0,1,0,0,Refills were offered twice during our entire stay in the main dining room.
0,0,0,0,0,0,0,0,1,0,0,"My husband actually got up once, walked to the soda fountain, glasses in hand, and refilled our sodas... and the workers who saw him do that said nothing."
0,0,0,0,0,0,0,0,1,0,0,"We requested this twice that evening, and waited 25 minutes... we are willing to get our own soda and are not above this, but..."
0,0,0,0,0,0,0,0,1,0,0,it was ridiculous.
0,0,0,0,0,0,0,0,1,0,0,"Many nights no reservations were available, we were told, despite there being 5 couples seated in a 117-person-capacity restaurant--we booked dinner every evening the 1st night there."
0,0,0,0,0,0,0,0,1,0,0,"We ordered pizza one night, and it never came, nor did we see our waiter after ordering d the situation."
0,0,0,0,0,0,0,0,1,0,0,They quickly got our order through and explained there were unsure where our waiter went.
0,0,0,0,0,0,0,0,1,0,0,We did not even attempt room service.
0,0,0,0,0,0,0,0,1,0,0,"Many nights, our room was not cleaned until 6 and 7 PM."
0,0,0,0,0,0,0,0,0,0,0,I kid you not.
0,0,0,0,0,0,1,0,1,0,0,"2 days went by where our room was not even cleaned at all, no new towels, nothing."
0,0,0,1,0,0,0,0,0,0,0,We called the front desk several times about this and nothing was done.
0,0,0,1,0,0,0,0,1,0,0,"The resort is either understaffed, poorly managed, or both."
0,0,0,0,0,0,0,0,0,0,1,"We wanted to make this trip special, fun, and the resort ruined it."
0,0,0,0,0,0,0,0,0,0,1,"The ocean was gorgeous, but rough, fellow tourists wonderful, and most staff were gracious--OUTSIDE the dining areas."
0,0,0,0,0,1,0,0,0,0,1,"Drinks were great, the trip was relaxing, booked a tour and swam with nurse sharks, stingrays--all in a cage."
0,0,0,0,0,0,0,0,0,0,1,"However, this resort was highly unorganized and for a 6 GOLDEN Apple rating.... we would surely cringe to see a 4-star ratied resort, which must be a sewer with 3 people working per every 1,000 tourists."
0,0,0,0,0,0,0,0,1,0,0,"We have been to Mexico many times, other areas as well, and have never experienced such horrendous service and apathy."
0,0,0,0,0,0,0,0,1,0,0,We were never mistreated... we just often weren't treated at all.
0,0,0,0,0,0,0,0,1,0,0,And tipping made no difference (we would NEVER consider not tipping).
0,0,0,0,0,0,0,0,1,0,0,"The hotel manager was not helpful, reservations for dinner in the main restaurant were unorganized, lost, and made little difference in service."
0,0,0,0,0,0,0,0,1,0,0,"One evening, dinner took 3.5 hours after arrival."
0,0,0,0,0,0,0,0,1,0,0,"We waited, waited, waited... the entrees?"
0,0,0,0,0,1,0,0,0,0,0,Steaks.
0,0,0,0,0,1,0,0,0,0,0,Nothing special.
0,0,0,0,0,1,0,0,0,0,0,"Breakfast was a bit better, and we realize this is not fast food, America, etcetera.."
0,0,0,0,0,0,0,0,1,0,0,but we were not offered refills once during breakfast.
0,0,0,0,0,0,0,0,1,0,0,"Again, my husband walked, glasses in hand, and poured orange juice several times.."
0,0,0,0,0,0,0,0,1,0,0,"it was so bad some other guests who walked by my husband commented, Hey, we saw you get up and get our own drinks.... we were going to ask you to get ours, haha, since you are a better server than anyone working here.."
0,0,0,0,0,0,0,0,0,0,0,"WE DID THE SAME THING, THOUGH..."
0,0,0,0,0,0,0,0,0,0,0,Point: it was not just us.
0,0,0,0,0,0,0,0,0,0,0,We had an open mind.
0,0,0,0,0,0,0,0,0,0,0,"Punta Cana was pretty, but no better thappreciate tourism."
0,0,0,0,0,0,0,0,0,0,1,"We guess the resort pays nothing to its workers, and is a mere sweat shop."
0,0,0,0,0,0,0,0,1,0,0,The result: employees who are exhausted and don't care.
0,0,0,0,0,0,0,0,1,0,0,"We are unsure, at times, if ANYONE was managing the resort."
0,0,0,0,0,0,1,0,0,0,0,"The grounds were beautiful, but we noticed some cups in several common areas.... and these same cups remained until the date of our departure."
0,0,0,0,0,0,1,0,0,0,1,That means certain areas had not been cleaned in over 6 days...AVOID THIS RESORT.
0,1,0,0,0,0,0,0,0,0,1,SAVE YOUR MONEY AND GO ELSEWHERE.
0,0,0,0,0,0,0,0,0,0,1,"AS A MATTER OF FACT, AVOID ALL SECRETS RESORTS, AS THEY ARE BUILDING WITHIN PLAYA DEL CARMEN, AND HAVE OTHER RESORTS."
0,0,0,0,0,0,0,0,0,0,1,"You have been warned, and we, I think, are nice people, who are often too timid to complain in any situation."
0,0,0,0,0,0,0,0,0,0,1,This resort even tried our patience.
0,0,0,0,0,0,0,0,0,0,0,"This review is real, and our experiences not exaggerated."
0,0,0,0,0,0,0,0,0,0,1,It's tough to find the positives after getting so upset about this vacation.
0,0,0,0,0,0,0,0,0,0,1,What a scam.
0,0,0,0,0,0,0,0,0,0,0,"Exellent The location is terrific, as you are right in the thick of"
0,0,0,0,0,0,0,0,0,0,0,Madrid's center.
0,0,0,0,1,0,0,0,0,0,0,"This makes it easy for frequent stops during your day, to drop off shopping, etc."
0,0,0,0,0,0,0,0,1,0,0,The staff and very helpful.
0,0,0,0,0,0,0,0,0,0,1,"All in all, a very good tourist hotel."
0,0,0,0,0,0,0,0,0,0,1,Not a good experience
0,0,0,0,1,0,0,0,0,0,0,The location is perfect for shopping and restaurants.
1,0,0,0,0,0,0,1,0,0,0,The lobby is beautiful....we checked in and once in our room realized it was cold.
0,0,0,0,0,0,0,1,0,0,0,"We turned on the heater and waited for 3 hours, the room never got warm.....apparently the windows were not sealed."
0,0,0,0,0,0,0,1,0,0,0,"They moved us to another room, this room extremely hot....and the air conditioner did not work."
0,0,0,0,0,0,0,1,0,0,0,"They move us a third time, this room was small but it appeared to have working heat and air."
0,0,0,0,0,0,0,0,0,0,0,It was 1:30 am before we could finally settle down and rest.
0,0,0,1,0,0,0,0,1,0,0,The hotel management did not apologize or even offer an explanation...in fact the person at the front desk was rude.
0,0,0,0,0,0,0,0,0,1,0,We checked out the first thing the next morning and went to the Hyatt which was wonderful.
0,0,0,0,0,0,0,0,0,0,1,I would never stay at this hotel again.
0,0,0,0,0,0,0,0,1,0,0,"I understand things happen, an apology would have been nice."
0,0,0,0,0,0,0,0,0,0,1,Will only stay at the Moana
0,0,0,0,0,0,0,0,0,0,1,Surfrider when we return This is a classic Waikiki hotel with a great deal of charm and luxury.
0,0,0,0,0,0,0,0,1,0,0,The staff was extremely professional and courteous and bent over backwards to accommodate our requests.
0,0,0,0,0,0,0,0,0,0,1,We originally booked a partial ocean view to save money.
0,0,0,0,0,0,0,1,0,0,0,"When we saw our room, we were not pleased."
0,0,0,0,0,0,0,1,0,0,0,We were on the third floor looking over the roof - hardly any view of the ocean at all.
0,0,0,0,0,0,0,1,0,0,0,This was not what we had in mind for our Waikiki vacation.
0,0,0,1,0,0,0,0,0,0,0,We went to the front desk and requested an upgrade.
0,0,0,1,0,0,0,0,0,0,0,"Even though the hotel was fully sold out, they managed to put us into a full ocean view room for 4 nights."
0,0,0,0,0,0,0,0,0,0,1,My recommendation - spring for the extra money - the full ocean view is well worth it!
0,0,0,0,0,0,0,0,0,0,1,"The beach is too small, but what beach isn't in Waikiki."
0,0,0,0,1,0,0,0,0,0,0,"The location, however, can't be beat."
0,0,0,0,0,0,0,0,0,1,0,We bought air mattresses and paddled out in the ocean forever and the water never got rough (this was summer).
0,0,0,0,0,0,0,0,0,1,0,"My daughter took surfing lessons on the spot, which was very convenient."
0,0,0,0,0,1,0,0,0,0,0,"If I had one complaint, it was the quality of the fruit served for breakfast."
0,0,0,0,0,1,0,0,0,0,0,It was supermarket quality.
0,0,0,0,0,1,0,0,0,0,0,The pineapples tasted nothing like the delicious pineapples we had in Kauai the week before.
0,0,0,0,0,0,0,0,0,0,1,"Despite the marginal fruit, I will still give this hotel high marks."
0,0,0,0,1,0,0,0,0,0,0,"Great Locaqtion This hotel has a great location, in walking distance of Forbbiden"
0,0,0,0,1,0,0,0,0,0,0,"City, shopping areas, Beihao park etc ."
0,0,0,0,0,0,1,0,0,0,0,"I stayed for two periods - the first I was upgraded to a suite which was beautifully furnished, clean and except for some electrical problems with operating the Jacuzi, was well above the standard I expected."
0,0,0,0,0,1,1,1,1,0,0,"The second period was spent in a standard room which was also large, clean and with many extras - slippers , bath robe , hairdryer etc.The staff were very helpful and the only thing I did not like was the breakfast which is optional."
0,0,0,0,0,0,0,0,0,1,0,"Getting there by taxi can be a small problem first time but the hotel gives you a map so after the first time, there are no problems."
0,1,0,0,0,0,0,0,0,0,0,"All in all , very good value for money , especially considering the saving on taxis which can amount to almost the price per day for this hotel"
0,0,0,0,0,0,0,0,0,0,1,Great hotel away from the crowd
0,0,0,0,0,0,0,0,0,0,1,We have stayed at the hotel several times.
0,0,0,0,0,0,1,0,1,0,1,"It is with quiet nice, courteous staff, and clean rooms."
0,1,0,0,0,0,0,0,1,0,0,"The restaurant on the ground level facing the beach is a bit overpriced, especially for dinner ; the service staff can be a bit surly ."
0,0,0,0,0,0,0,0,0,0,0,There is a sushi restaurant at the hotel which we have never tried.
0,0,0,0,0,1,0,0,0,0,0,There are some amazing ( and not touristy ) restaurants a short cab ride away on Kapahulu Ave. that offer a variety of reasonable ethnic cuisine.
0,0,0,0,0,0,0,1,0,0,0,The rooms can be a bit small but suggest ocean view only since the other rooms face high rises and this defeats the purpose of being in a tropical setting.
1,0,0,0,0,0,0,0,0,0,1,"Gorgeous Hotel, Amazing View, A Little"
1,0,0,0,0,0,0,0,0,0,1,"Out of the Way Hotel is stunning, luxurious and the views are really fantastic."
0,0,0,0,1,0,0,0,0,0,0,"It is a bit out of the way though, all the way at the of the Rocks."
0,0,0,0,1,0,1,0,0,0,1,"Clean, good location --but noisy"
0,0,0,0,1,0,0,0,0,0,0,The hotel is in a good location near the train station and within 5-10 minutes walk to the Mercato Centrale and the Duomo.
0,0,0,0,0,0,1,1,0,0,0,The rooms are small but clean.
0,0,0,0,0,0,0,0,0,0,1,"However, it is noisy."
0,0,0,0,0,0,0,0,0,0,1,"If you are at all sensitive to noise, then it is very important that you get a room in the back of the hotel."
0,0,0,0,0,0,0,0,0,0,1,We stayed in the front and the traffic and other street noise was very loud.
0,0,0,0,0,0,0,0,1,0,0,I had earplugs and it was still difficult to sleep (I have spent hundreds of nights in hotel rooms around the world for business and leisure travel so I do have some good comparisons).I asked to change rooms (or even hotels) and the staff were not very sympathetic saying that it is a 'city hotel' and that they would charge me a cancelation fee if I moved hotels (48 hour cancelation policy).
0,0,0,0,0,0,0,0,0,0,1,Exceeded expectations The
0,0,0,0,0,0,0,0,0,0,1,Pulitzer exceeded our expectations.
1,0,0,0,0,0,0,0,0,0,0,The design of the public spaces is very imaginative and the art work throughout the hotel is excellent.
0,0,0,0,0,0,0,1,0,0,0,"While the room was a bit small, the bathroom was quite large."
1,1,0,0,0,0,0,0,0,0,0,Three other couples travelled with us and everyone found the hotel enchanting - and the price modest.
0,0,0,0,0,0,0,0,0,0,1,I have visited Barcelona many times and intend to stay at the Pulitzer again the next time I visit the city.
0,0,0,0,0,0,0,0,0,0,1,Great Hotel Visited Singapore
0,0,0,0,0,0,0,0,0,0,0,September 26-29 and booked Landmark because of an exceptional deal with Expedia.
0,0,0,0,0,0,0,0,0,0,0,"Needless to say, because of previous comments, was a bit wary but how wrong could you be?"
0,0,0,0,0,0,0,0,0,0,0,Perhaps the secret is to book the executive rooms because they certainly are spacious (you can upgrade on check in).
0,0,0,0,0,0,0,0,0,0,0,The use of the executive lounge is a bonus with free drinks and nibbles.
0,0,0,0,0,1,0,0,0,0,0,Breakfast is also served here and was a peaceful orderly event of an extremely high standard.
0,0,0,0,0,0,0,0,1,0,0,The staff were marvellous - very friendly and helpful - can also endorse the review regarding bell boy desk - they were a laugh a minute and everybody loves British football!!
0,0,0,0,1,0,0,0,0,0,0,The hotel is well positioned for MRT and all modes of transport and the taxis certainly are cheap.
0,0,0,0,0,0,0,0,0,0,0,Singapore is a beautiful clean place and I would have no hesitation in staying at the Golden Landmark on a return visit.
0,0,0,0,0,0,0,0,0,0,1,Coolest Hotel on the Planet
0,0,0,0,0,0,0,0,0,0,0,A fantastic hotel.
0,0,0,0,1,0,0,1,0,0,0,"Perfect location near all the great bars and restaurants, and yet superbly soundproofed so no noise to disturb you if you ever decide to go to bed!"
0,0,0,0,0,0,0,1,0,0,0,Room layout good - but would recommend some barrier to stop water from the shower getting the carpet wet!
0,0,0,1,0,0,0,0,0,0,0,Receptionist superb and really helpful.
0,0,0,0,0,0,0,0,0,0,1,"One of, if not the best place I've ever stayed at"
0,0,0,0,0,0,0,0,1,0,0,Great service My wife and 3 year old spent three days and two nights at the hotel in June.
0,0,0,0,0,0,0,0,1,0,0,"From the moment we stepped out of our car to the moment we departed, the service was excellent."
0,0,0,0,0,0,0,0,0,0,0,I highly recommend spending the extra money and staying in one of the rooms on the club level.
0,0,0,0,0,0,0,0,0,0,0,"While I'm certain the service for all guests is exceptional, the extra attentiveness by Anthony, the Club Concierge was most welcome, especially from our daughter."
0,0,0,0,0,0,0,0,0,0,1,We will be staying at the Windsor Court every time we return to New Orleans.
0,0,0,0,0,0,0,0,0,0,1,hotel was fine with some exceptions
0,1,0,0,1,0,0,0,0,0,0,The hotel is well located and well priced.
0,0,0,0,0,0,0,1,0,0,0,"However, the room lacked enough closet space, e.g. no dresser drawers for storing clothing."
0,0,0,0,0,1,0,0,0,0,0,The breakfast was very poor (the hotel really economized here) and the coffee was very poor.
0,0,0,0,1,0,0,0,0,0,1,Good hotel - good position
0,0,0,0,1,0,0,0,0,0,0,We liked this hotel - it is not far from La Rambla and is just across the road from the Metro - Universitat stop.
0,0,0,0,0,1,1,1,0,0,0,Rooms were clean and comfortable and breakfast was good with plenty of choice.
0,0,0,0,0,0,0,1,0,0,0,Our Classic room was a bit small and you might consider upgrading to a larger room if you are staying for very long.
0,0,0,0,0,0,0,0,1,0,0,Staff were friendly and helpful - free safe in lock up behind the reception desk which is very useful as you need to make sure that you do not take anything of much value with you as there are many pick-pockets around.
0,0,0,0,0,0,0,0,0,1,0,I had my bag opened by a pick pocket within 5 minutes of arriving at the bus station - it was only luck that she did not get anything out of my bag - Having said that Barcelona is wonderful - don't let it spoil your stay but be careful!
0,0,0,0,0,0,0,1,1,0,0,"Great Rooms, OK service."
0,0,0,0,0,0,0,0,0,0,1,Stayed at the Hilton Times Square 5 nights for a business event.
0,0,0,0,0,0,1,1,0,0,0,The rooms were above average for NYC and the were very clean.
0,0,0,0,0,0,0,0,1,0,0,The service wasn't great but it was OK.
0,0,0,0,0,0,0,0,1,0,0,"After getting a room on the 41st floor and a great recommendation for a sports bar around the corner, the quality of the service went down hill."
0,0,0,0,0,0,0,0,1,0,0,When I asked the concierge to help get a reservation to a new restaurant in the city she wasn't aware of it.
0,0,0,0,0,0,0,0,0,1,0,Ted's Montana Grill opened the week that i was there and I wanted to get some buffalo steak.
0,0,0,0,0,0,0,0,1,0,0,She found a place called Ted's IN Buffalo that she could get me into.
0,0,0,0,0,0,0,0,1,0,0,I had to give her the url and number of the place to call.
0,0,0,0,1,0,0,0,0,0,0,Great location if you need to be in the center of everything!
0,0,0,0,0,0,0,0,0,0,1,Pleasantly surprised!
0,0,0,0,0,0,0,0,0,0,1,We had a great long weekend at the
0,0,0,0,0,0,0,0,0,0,0,Plaza 50!
0,0,0,0,0,0,0,0,0,1,0,My husband was in New Jersey for business so our children and I (8 yr old and 8 mo old) joined him in NYC for a long weekend.
0,0,0,0,0,0,0,0,0,0,0,When we arrived at 3:30am they did not have a Jr.
0,0,0,0,0,0,0,0,0,0,0,Suite available so we were upgraded to a 1 bedroom suite.
0,0,0,0,0,0,0,1,0,0,0,It was beautiful!
0,0,0,0,0,0,0,1,0,0,0,It was newly renovated and very large.
0,0,0,0,0,0,0,1,0,0,0,"The bathroom was small, but the kitchenette and large living room more than made up for it."
0,0,0,0,0,0,1,0,0,0,0,The entire suite was impeccably clean.
0,1,0,0,0,0,0,0,0,0,1,"I have travelled many, many times and this by far was the nicest budget-minded hotel I have ever stayed in."
0,0,0,0,0,0,0,1,0,0,0,The beds were extremely comfortable (new).
1,0,0,0,0,0,0,1,0,0,0,"The hotel lobby, hallways and elevators are not at all impressive and very small, but the large clean rooms are a pleasant surprise when you open the room door."
0,0,0,0,0,0,0,1,0,0,0,We could not hear a peep from other guests through the walls or hallways.
0,0,0,0,0,0,0,0,0,0,0,The other bad reviews must have gotten older rooms before they were renovated.
0,0,0,0,0,0,0,1,0,0,0,Ours was perfect.
0,0,0,0,0,0,0,0,0,0,1,We will definately stay there again.
0,0,0,0,0,0,0,0,0,0,1,Love Casa Alta Vista
0,0,0,0,0,0,0,0,0,1,0,We just returned from Vieques.
0,0,0,0,1,0,0,0,0,0,0,"Tha hotel is well located from Esperanza, the beach and the restaurants."
0,0,0,0,0,0,1,1,0,0,0,The acommodations were simple but very clean with a small fridge and a microwave in the room.
0,0,0,0,0,0,0,0,1,0,0,"The staff is friendly, knowledgeable and very helpful."
0,0,0,0,0,0,0,0,0,1,0,They made our reservations for the Bio Bay tours with Island Adventures and it was perfect.
0,0,0,0,0,0,1,1,0,0,1,Perfect hotel for the active traveler who enjoys a very active day in the island outside of the property and just wants a nice and clean room to rest.
0,1,0,0,0,0,0,0,0,0,0,It also offers a small store where supplies at modest prices.
0,0,0,0,0,0,0,0,0,0,1,"They also rent beach chairs, coolers and beach towels."
0,0,0,0,0,0,0,0,0,0,1,"Loved Princess Bavaro, but it is not for Americans"
0,0,0,0,0,0,0,0,0,0,1,Just got back yesterday from Princess Bavaro hotel in Punta Cana and I can tell you that the hotel is beautiful!!!.
0,0,0,0,0,0,1,1,0,0,0,The rooms are big and the hotel its self is clean.
0,0,0,0,0,1,0,0,0,0,0,"However, there are some thing that especialy Americans should know about before picking a resort in Punta Cana:1.- The food that Bavaro Princess served is hardly latin food."
0,0,0,0,0,1,0,0,0,0,0,"Since the mayority of vacationers are from Spain, Portugal, Canadian and Argentinian to name a few, most of the food is guided toards them."
0,0,0,0,0,1,0,0,0,0,0,"Now, I am not by any means saying that the food is bad, the food is very well prepared but I did not like most of their food because I am not use to eating European style food."
0,0,0,0,0,0,0,0,1,0,0,2.- People that are cleaning your rooms and serving your food are always with a smile on their faces and are always polite to everybody and should always be tiped well.
0,0,0,0,0,0,0,0,1,0,0,"(These people work twelve hour days, dont get paid over-time and only get paid about $200 USD A MONTH!!!)."
0,0,0,0,0,0,0,0,0,0,0,<
0,0,0,0,0,0,0,0,0,1,0,Content>3.- Don't trust anybody outside of the hotel.
0,0,0,0,0,0,0,0,0,1,0,As soon as they see the hotel ristband they try and charge you the highest price in the word.
0,0,0,0,0,0,0,0,0,1,0,"I know that that is what they do but come-on, $22 USD for a raw hamburger with fries?"
0,0,0,0,0,0,0,0,0,1,0,"This happened to me, the bill that the hamburger place was for 200 Dominican Pesos and they charged me $22 USD."
0,0,0,0,0,0,0,0,0,1,0,"The good thing is that i was complaining to one of the vendors about the price of the hamburger when a tourist police passing by heard my conversation, he asked me if I had a problem, and I told him what had happened to me."
0,0,0,0,0,0,0,0,0,1,0,"He immediately went to the hamburger joint and asked to see my bill;Even the cop was amazed at how much they were charging me.To make this story shorter, I got my money back."
0,0,0,0,0,0,0,0,0,1,0,I ended up paying $7 USD.
0,0,0,0,0,0,0,0,0,1,0,"In conclusion, If you are an American planning on going to the Dominican Republic, Think it twice please."
0,0,0,0,0,0,0,0,0,1,0,"I am not in any way saying don't go, it is a very beautiful country, most people are nice, but, there is not a lot of places to go like in Mexico, where you can take a bus and you are at the shopping mall in 10 min."
0,0,0,0,0,0,0,0,0,1,0,In the Dom.
0,0,0,0,0,0,0,0,0,1,0,"Rep., the closest town from any resort is an hour away."
0,0,0,0,0,0,0,0,0,1,0,I hope that this is usefull to everybody.
0,0,0,0,0,0,0,0,0,1,0,"In no way do I mean any disrespect to anybody, and if anybody fells disrespected, I apoligize from the bottom of my heart."
0,0,0,0,0,0,0,0,0,0,1,Ok Hotel I stayed at Tryp
0,0,0,0,0,0,0,0,0,0,1,Apolo for 4 nights.
0,0,0,0,0,0,0,0,1,0,1,"The hotel in it self is quite ok, little run down but nice people and good service."
0,0,0,0,1,0,0,0,0,0,0,The hotel is close to WTC but to close to La Rambla for my tast.
0,0,0,0,1,0,0,0,0,0,0,The connecting roads to this area are in the late evenings and nights a dangerous place to be.
0,0,0,0,0,0,0,1,0,0,0,"If you like quietness, as I do, ask for a room at the backside not fasing the street and higher up."
1,0,0,0,0,0,0,0,0,0,0,The hotel has maximum 6 floors.
0,0,0,0,0,0,0,0,0,0,1,"Do not expect a excellent view, but you cant get it all."
0,0,0,0,0,0,0,0,0,0,1,And quietness is worth something I think:-)
0,0,0,0,0,0,0,0,0,0,1,Lovely little boutique hotel
0,0,0,0,1,0,0,0,0,0,0,This is a really nice little hotel in a great location: there's a subway and Amtrack station 5 minutes walk away.
0,1,0,0,0,0,0,1,0,0,0,The rooms all have cable TV and there's free internet access in the lobby.
0,1,0,0,0,1,0,0,0,0,0,They also do a nice free breakfast snack of coffee/ tea and muffins and bagels.
0,0,0,0,0,0,0,0,1,0,0,The staff were welcoming and helpful with suggestions of where to eat and what to do.
0,0,0,0,0,0,0,0,0,1,0,Boston itself is a really easy city to walk around and I would highy recommend it for a short break.
0,0,0,0,0,0,0,0,0,0,1,just an amazing hotel just an amazing hotel.
0,0,0,1,0,0,0,0,1,0,0,easy check in with the front desk person taking us up to the room to explain everything.
0,0,0,0,0,0,0,1,0,0,0,Beautiful large rooms with a separate sitting area and desk.
0,0,0,0,0,1,0,0,0,0,0,Breakfast buffet in hotel restaurant had everything you would want to start your day.
0,0,0,0,0,0,0,0,0,0,1,Did not go to the spa but other women in my travel group said it was one of the nicest they had been to.
0,0,0,0,1,0,0,0,0,0,0,Great location.
0,0,0,0,0,0,0,0,1,0,0,Wonderful concierge who recommended restaurants as well as sent me to a bike shop where i could rent a bike to ride around frankfurt for the day.
0,0,0,0,0,0,0,0,0,1,0,I wish we could have stayed longer and unfortunately it was the first hotel of a 5 city german trip so I will have to compare every hotel to this one.
0,0,0,0,0,0,0,0,0,0,1,I am not sure the Villa Kennedy can be topped.
0,1,0,0,0,0,0,0,0,0,1,A must if you have an unlimited expense account since the rooms are very expensive but certainly worthwhile
0,0,0,0,0,0,0,0,0,0,1,Paradisus severely lacking.
0,0,0,0,0,0,0,0,0,0,0,Stayed at the paradisus for our honeymoon sept. 18-24.
1,0,0,1,0,0,0,0,0,0,0,"We arrived at the Paradisus around 4pm on the 18th and were greeted with a strawberry fruit drink while checking in, in the expansive, gorgeous open air lobby."
0,0,0,0,0,0,0,0,1,0,0,Upon arrival to our room we found a beautiful arrangement of towel figures upon our bed along with Good night spelled out in flowers.
0,0,0,0,0,0,1,0,0,0,0,Very nice touch.......until I went into the bathroom and found it infested with ants.
0,0,0,0,0,0,0,0,0,0,0,I called the bellman back along with the representative that checked us in and was assured it would be taken care of while we went to get something to eat.
0,0,0,0,0,0,0,0,0,0,1,Upon searching for somewhere to eat we discovered that the place was like a ghost town(not a bad thing) and that the only place to eat was at the italian restaurant.
0,0,0,0,0,0,0,0,0,0,0,One restaurant open at 4:30 pm?
0,0,0,0,0,0,0,0,0,0,0,Not exactly my idea of exclusive service and definitely not mentioned during booking or in the brochure.
0,0,0,0,0,0,0,0,0,0,0,"Having no choice, Italiian it was."
0,0,0,0,0,1,0,0,0,0,0,The food I ordered was not the food I recieved and the pizza was less than acceptable.
0,0,0,0,0,0,0,0,0,0,0,Upon further investigation I found out the resort was operating at less than 20% capacity.
0,0,0,0,0,0,0,0,1,0,0,Returning to the room I was disappointed again to find that our insect infestation problem was not addressed.
0,0,0,0,0,0,0,0,0,0,0,I called the front desk and was told someone would be out immediately.
0,0,0,0,0,0,0,0,0,0,0,Within 5 minutes a hotel employee showed up with a can of bug spray and a rag and went to work.
0,0,0,0,0,0,0,0,0,0,0,5 minutes later he is finished and leaves.
0,0,0,0,0,0,0,0,0,0,0,The bugs are still there and now the room smells like raid.
0,0,0,0,0,0,0,0,0,0,0,"I call the desk again and voice my displeasure and request a new room, which they take care of in about 30 minutes."
0,0,0,0,0,0,0,0,1,0,1,"No apology, no offer of upgrade, no sort of compensation."
0,0,0,0,0,0,0,0,0,0,0,Whatever.
0,0,0,0,0,0,0,0,0,0,0,This review could go on forever so I will condense.
0,0,0,0,0,0,0,0,0,0,1,For the next 5 days the resort had a series of rolling blackouts which they would announce with a note under your door everyday.
0,0,0,0,0,0,0,0,0,0,1,This meant no electricity in certain portions of the complex everyday.
0,0,0,0,0,0,0,0,0,0,1,"No electricity means, no blended drinks, no AC, no light to see during the buffet breakfast(which there is only one of everyday), no hot water, etc."
0,0,0,0,0,0,0,0,0,0,1,I dont know if this is a way to save money when the resort is slow or what but definitely unacceptable at a supposed 5 star resort.
0,0,0,0,0,0,0,0,0,0,0,Now on to my main complaint.
0,0,0,0,0,0,0,0,0,0,0,"The resort has a claimed ten restaurants open for dinner, with two of them requiring reservations."
